Date,returns,realized_vol,vol_5d,vol_10d,vol_21d,vol_63d,skewness,kurtosis,return_sq,abs_return,vol_ratio,momentum_5d,momentum_21d,vol_target
2015-03-30,-0.013792659431219784,0.1463428380612551,0.16355927048888294,0.16293653138299433,0.1463428380612551,0.1902934405720872,-0.12056923962210919,-0.9091657935547963,0.00019023745418561607,0.013792659431219784,0.8595100995292841,0.008652511358415483,-0.012101017409101624,0.1447028758096018
2015-03-31,-0.008936470640762662,0.1447028758096018,0.1732518906312681,0.16584518066464798,0.1447028758096018,0.18787045100930047,0.08012449244483011,-0.8598011946353394,7.986050751321303e-05,0.008936470640762662,0.9221873014505918,-0.006222831245765779,-0.030073401666744895,0.16390136999337404
2015-04-01,0.02200026288477229,0.16390136999337404,0.21828671358794605,0.19726162278204498,0.16390136999337404,0.1930556795919496,0.44030807959779616,-0.32554728788214327,0.00048401156699908913,0.02200026288477229,1.130692112024454,0.0012321296021012007,-0.014878973716808921,0.16387794487439308
2015-04-02,0.010223615727201712,0.16387794487439308,0.22992248062756537,0.20413078860062045,0.16387794487439308,0.1929124972499362,0.2351706888387915,-0.4837279412036879,0.0001045223185374862,0.010223615727201712,1.1918475718540047,0.009924748513263477,0.006019306308596966,0.16324589325289682
2015-04-03,0.0021286226129133222,0.16324589325289682,0.22951463307278344,0.18235655138368326,0.16324589325289682,0.1921491940733786,0.1486061665054813,-0.4654306128393481,4.5310342282059395e-06,0.0021286226129133222,1.1944595685920882,0.01162337115290488,0.012108279558676506,0.16421231166528782
2015-04-06,0.007501456075760649,0.16421231166528782,0.179684613561736,0.16699642867756298,0.16421231166528782,0.19296498468124934,-0.0027455538689821696,-0.544889177444112,5.627184325656635e-05,0.007501456075760649,0.9311765346384314,0.03291748665988531,0.023159004958291797,0.16802700763450382
2015-04-07,0.01751122977024446,0.16802700763450382,0.12578352501579732,0.1800481146767388,0.16802700763450382,0.19648507158158088,0.050383091301609596,-0.5727413552337446,0.0003066431680662959,0.01751122977024446,0.640167837585962,0.05936518707089243,0.026602669857178435,0.17643404740485982
2015-04-08,-0.014732393460914778,0.17643404740485982,0.19223325930111068,0.19718910435349613,0.17643404740485982,0.18975263862983316,0.04645160534041756,-0.8139240626689721,0.00021704341708720452,0.014732393460914778,1.013072070401671,0.022632530725205366,0.015051780838649807,0.1674178888002579
2015-04-09,0.0041615740579425105,0.1674178888002579,0.1856184048130576,0.1973116928084985,0.1674178888002579,0.18978268563281825,-0.05229503680241546,-0.5382121620177882,1.7318698639740094e-05,0.0041615740579425105,0.9780568176302225,0.016570489055946165,0.034014137603019204,0.17537279361585534
2015-04-10,0.017030253617427986,0.17537279361585534,0.20837488144575875,0.20931537806349979,0.17537279361585534,0.193349807912741,-0.06343168740296756,-0.7915672718828922,0.000290029538273919,0.017030253617427986,1.0777083908916796,0.03147212006046083,0.045592924005065774,0.17723796091223243
2015-04-13,0.011030576217043446,0.17723796091223243,0.21115050899477708,0.18487046826379694,0.17723796091223243,0.19413749238730058,-0.21644638996726073,-0.8449821554259026,0.0001216736116800045,0.011030576217043446,1.0876329643588665,0.035001240201743625,0.05870728419014806,0.18603298428819967
2015-04-14,0.019095123514166767,0.18603298428819967,0.2163530909413463,0.17113921466808427,0.18603298428819967,0.19809333878551066,-0.25067194066745396,-1.0161504891431095,0.0003646237420212846,0.019095123514166767,1.0921766420320655,0.03658513394566593,0.07443306508361211,0.19640753147444945
2015-04-15,-0.016814404243382406,0.19640753147444945,0.2298073775611373,0.2007240182068431,0.19640753147444945,0.20048179725487722,-0.2965155789592141,-1.1059880322188884,0.00028272419005987624,0.016814404243382406,1.146274618156598,0.03450312316319831,0.0637790975516238,0.19486800130283025
2015-04-16,0.00109347193583561,0.19486800130283025,0.23311954692891526,0.2002120293043269,0.19486800130283025,0.19832715745111684,-0.19968669205658507,-1.0790534542086994,1.1956808744600762e-06,0.00109347193583561,1.1754283343314216,0.03143502104109141,0.05491832177969973,0.19489254370038545
2015-04-17,0.0016520903373504951,0.19489254370038545,0.21318318818770654,0.2004042957041277,0.19489254370038545,0.19302340127448014,-0.1922762599438446,-1.082401052029744,2.7294024827668727e-06,0.0016520903373504951,1.1044412825362095,0.016056857761013916,0.05434605533803216,0.21083712319349168
2015-04-20,-0.026801242124407848,0.21083712319349168,0.28338884634225975,0.2540359192660921,0.21083712319349168,0.19394173929190905,-0.4709343621623232,-0.47735257958350025,0.0007183065794111337,0.026801242124407848,1.4612048722355657,-0.021774960580437378,0.04352345811158696,0.20862382725394654
2015-04-21,0.013647974139992303,0.20862382725394654,0.2563394370815975,0.24780652176901305,0.20862382725394654,0.1956276400879538,-0.6907167954657593,-0.13907918209491746,0.00018626719812589863,0.013647974139992303,1.3103425924675571,-0.027222109954611842,0.06844425177959933,0.2175923512499423
2015-04-22,-0.014942949803166065,0.2175923512499423,0.2514067344978537,0.24818126736624993,0.2175923512499423,0.19218673319117419,-0.4976203324238421,-0.670459849810732,0.00022329174881994076,0.014942949803166065,1.3081367410907696,-0.0253506555143955,0.047562430013014675,0.21354681976055342
2015-04-23,-0.002922742176486765,0.21354681976055342,0.2467777317610563,0.2481345983120093,0.21354681976055342,0.19226960240076488,-0.36634841627413994,-0.6363652376585883,8.542421830214594e-06,0.002922742176486765,1.2834973647981311,-0.029366869626717876,0.0300943857996226,0.21355350326838762
2015-04-24,0.0009297210262833441,0.21355350326838762,0.24543958884495654,0.23007561618218403,0.21355350326838762,0.19142284517978783,-0.3592596849380616,-0.6404996274121502,8.643811867133546e-07,0.0009297210262833441,1.2821843969248938,-0.030089238937785028,0.029493110009866506,0.23161792385879665
2015-04-27,0.02736056445063158,0.23161792385879665,0.25740069477929434,0.26650572620005675,0.23161792385879665,0.19104014521601576,-0.26266430991608863,-0.7093156625773571,0.0007486004870571647,0.02736056445063158,1.3473633021004523,0.0240725676372544,0.05642367448722617,0.22547945834846575
2015-04-28,-0.004587778436614963,0.22547945834846575,0.25043678498899685,0.24523341549984728,0.22547945834846575,0.19135752258897673,-0.3081812845335651,-0.4707536347186861,2.1047710983469232e-05,0.004587778436614963,1.3087365150072359,0.005836815060647136,0.06562855548183098,0.22123610299496257
2015-04-29,0.0021691566119415306,0.22123610299496257,0.2067391289798115,0.2315583566168804,0.22123610299496257,0.19131002150575288,-0.416334207811636,-0.20321415457249117,4.70524040712966e-06,0.0021691566119415306,1.0806488641051442,0.02294892147575473,0.07673418273453518,0.2177438309225891
2015-04-30,-0.012862403205354037,0.2177438309225891,0.23901693884686323,0.2397605150227592,0.2177438309225891,0.19282211734771115,-0.262034619284094,-0.3342509362401892,0.0001654414162171018,0.012862403205354037,1.239571193173986,0.01300926044688746,0.04187151664440886,0.22055767983281002
2015-05-01,0.01490331395420073,0.22055767983281002,0.2530339720525391,0.2536728358662595,0.22055767983281002,0.19253840345527234,-0.2724752118918138,-0.4318703560218576,0.0002221087668174742,0.01490331395420073,1.3141989280528543,0.026982853374804844,0.04655121487140787,0.22061996002008225
2015-05-04,0.003737136334847211,0.22061996002008225,0.16363302543240468,0.20627252800147197,0.22061996002008225,0.1925254413545788,-0.2904469437115382,-0.42775383773145564,1.3966187985235246e-05,0.003737136334847211,0.8499286606441062,0.0033594252590204744,0.048159728593341763,0.22342138415108753
2015-05-05,-0.009524218425510322,0.22342138415108753,0.17684852850952365,0.2047657349875539,0.22342138415108753,0.19320736667764143,-0.12394484703955737,-0.6089107415946685,9.071073661683032e-05,0.009524218425510322,0.9153294009775008,-0.0015770147298748843,0.031134054092070786,0.21682034066675338
2015-05-06,0.007090560064856091,0.21682034066675338,0.1844905640852138,0.1876156392745087,0.21682034066675338,0.18794224936834486,-0.1005824798003286,-0.39406585441998215,5.027604203333201e-05,0.007090560064856091,0.981633501119521,0.0033443887230396752,0.02071338438668242,0.2143666547517037
2015-05-07,-0.011801144158949369,0.2143666547517037,0.17967790014063562,0.19986616011346203,0.2143666547517037,0.18230809616600607,-0.09811780414248424,-0.31458974097979653,0.00013926700346030482,0.011801144158949369,0.9855719381893486,0.004405647769444345,0.023644633688647828,0.21619224306676116
2015-05-08,0.00967252031024177,0.21619224306676116,0.15627351376547635,0.20365471486750372,0.21619224306676116,0.18260513080247842,-0.14650834079868974,-0.4000196556455328,9.355764915203955e-05,0.00967252031024177,0.8557994905442047,-0.0008251458745146163,0.02915557994094709,0.20864827576812772
2015-05-11,-0.0010263523685195208,0.20864827576812772,0.1523907824605703,0.14981936467719886,0.20864827576812772,0.18264408464764775,-0.03922952627140978,-0.10810353757724395,1.0533991843656302e-06,0.0010263523685195208,0.8343585301667333,-0.005588634577881348,0.011098973954999581,0.20693683179039338
2015-05-12,-0.007891343626483204,0.20693683179039338,0.1470637985075451,0.15338957079410903,0.20693683179039338,0.18338106742974136,0.1455740969434028,-0.0004622466315115696,6.227330423123709e-05,0.007891343626483204,0.8019566755832848,-0.00395575977885423,-0.00782294588852707,0.19459894526452196
2015-05-13,0.0008887508039113184,0.19459894526452196,0.13193664203838104,0.15288710982428239,0.19459894526452196,0.1759200939952618,0.1886930189140868,0.5725755347283141,7.898779914530147e-07,0.0008887508039113184,0.7499798345169528,-0.010157569039799003,-0.02602931859878252,0.20522699866769897
2015-05-14,-0.025391779340805845,0.20522699866769897,0.20843737337084373,0.18941302844182864,0.20522699866769897,0.18152433436902793,0.001957647546785902,0.46327648023835066,0.0006447424580921746,0.025391779340805845,1.1482603245162053,-0.02374820422165548,-0.03460669369620596,0.20515073095662636
2015-05-15,-0.004167744982550178,0.20515073095662636,0.16718248523101617,0.16450073806314722,0.20515073095662636,0.18171003408530906,0.0653118799504606,0.47229099737029945,1.737009823957218e-05,0.004167744982550178,0.9200501228187457,-0.03758846951444743,-0.039867910614591745,0.20497518077654941
2015-05-18,-0.004886489586228446,0.20497518077654941,0.1598240767170954,0.15898021257127942,0.20497518077654941,0.1818935349037632,0.14361808461842704,0.49797187815084304,2.387778047631905e-05,0.004886489586228446,0.8786674980917516,-0.041448606732156355,-0.04640649053817069,0.18538141331937216
2015-05-19,-0.006397207933210631,0.18538141331937216,0.16040963055650265,0.1570891124945812,0.18538141331937216,0.18123269797313815,0.43109079963561614,0.9213311815567379,4.0924269340733036e-05,0.006397207933210631,0.8851023675354277,-0.039954471038883776,-0.02600245634697347,0.17742481840175864
2015-05-20,-0.003920013828951857,0.17742481840175864,0.14668501846966983,0.1437101261149954,0.17742481840175864,0.1809455701402806,0.6090653186624955,1.7361670557300684,1.5366508419173798e-05,0.003920013828951857,0.8106575345727239,-0.044763235671746955,-0.04357044431591763,0.1711427364158946
2015-05-21,-0.0011395448762949994,0.1711427364158946,0.030428770078055445,0.14053559361140264,0.1711427364158946,0.17709294194391606,0.5702152617847702,2.212509492240346,1.2985625250901853e-06,0.0011395448762949994,0.1718235773142483,-0.02051100120723611,-0.029767039389046564,0.17603231546966222
2015-05-22,0.01065610676104206,0.17603231546966222,0.10898950816642732,0.1433568505522364,0.17603231546966222,0.17828203498136944,0.4018969278216084,1.555587454065353,0.0001135526113027263,0.01065610676104206,0.6113314284973304,-0.005687149463643874,-0.016188190451517738,0.17681400687198892
2015-05-25,-0.005971867754479923,0.17681400687198892,0.11158314831310832,0.1423139665123446,0.17681400687198892,0.17817666272825344,0.48863299702072277,1.5332252726909674,3.5663204476997075e-05,0.005971867754479923,0.6262495165781654,-0.006772527631895351,-0.023089779232281008,0.14451859129865566
2015-05-26,0.0027879521980373996,0.14451859129865566,0.10424410064473683,0.14591687482412324,0.14451859129865566,0.17680607665060138,-0.36057015966149947,0.9787660906146967,7.772677458541569e-06,0.0027879521980373996,0.589595159986557,0.0024126324993526804,-0.04766239148487519,0.1505180770433382
2015-05-27,0.010232967015063989,0.1505180770433382,0.11450482923527631,0.16100184292556782,0.1505180770433382,0.1779331081800962,-0.4389247580465626,0.6236658753462961,0.0001047136139313876,0.010232967015063989,0.6435268188687183,0.016565613343368528,-0.03284164603319624,0.1529989065431048
2015-05-28,0.007087550523908508,0.1529989065431048,0.10911914263081027,0.10700608910894333,0.1529989065431048,0.17758790037904,-0.46175107597314446,0.45449191130499444,5.023337242895577e-05,0.007087550523908508,0.614450899283411,0.024792708743572034,-0.027923252121229262,0.1647597722093225
2015-05-29,0.020649365033942928,0.1647597722093225,0.15528775223384755,0.14346948537683782,0.1647597722093225,0.18175933752801643,-0.28315666736452927,0.7142126922342029,0.0004263962763050248,0.020649365033942928,0.8543583989720486,0.0347859670164729,0.005588516118067707,0.15601713502046355
2015-06-01,-0.0020483978613684084,0.15601713502046355,0.13600937351267325,0.1398119149137396,0.15601713502046355,0.18041424605553186,-0.2437700322735436,1.2586349237242274,4.195933798458669e-06,0.0020483978613684084,0.7538720295809385,0.038709436909584415,-0.011363195697501431,0.15603994367819735
2015-06-02,-0.0053127102723652285,0.15603994367819735,0.16389702364349212,0.13782066951297192,0.15603994367819735,0.18057503676531989,-0.10907380652519208,1.2182120824356855,2.822489043809502e-05,0.0053127102723652285,0.9076386332033847,0.03060877443918179,-0.02041304230471387,0.15310093846921669
2015-06-03,0.0016742319568041782,0.15310093846921669,0.1616186831135797,0.13236557441339697,0.15310093846921669,0.180385455069877,-0.2593344550029454,1.5956950995642072,2.8030526451843478e-06,0.0016742319568041782,0.8959621540516663,0.02205003938092198,-0.009214591922399372,0.17083948766434137
2015-06-04,-0.024082288316198762,0.17083948766434137,0.2541090017367676,0.19290036436983354,0.17083948766434137,0.1849859627028124,-0.33118496978174256,0.9629145810134595,0.0005799566105445234,0.024082288316198762,1.3736652228169874,-0.009119799459185294,-0.040387440303454224,0.16810362814284263
2015-06-05,0.004075208927757797,0.16810362814284263,0.1774383625850449,0.18695564659314717,0.16810362814284263,0.18503048726022225,-0.5298669739122964,1.3606098635120394,1.6607327804876856e-05,0.004075208927757797,0.9589674273739579,-0.02569395556537042,-0.02451108721674706,0.1643978547872384
2015-06-08,-0.006892022181194687,0.1643978547872384,0.17544439270087192,0.1879582996587166,0.1643978547872384,0.1830859047625672,-0.3861557607817663,1.5491051236204776,4.7499969746079574e-05,0.006892022181194687,0.9582618651558107,-0.030537579885196703,-0.04107562970818352,0.18181940790153744
2015-06-09,0.02043833965938538,0.18181940790153744,0.2584195473321696,0.21243112401461486,0.18181940790153744,0.18719052893361526,-0.16913390332751324,0.8680992478918836,0.0004177257280324053,0.02043833965938538,1.3805149739913207,-0.004786529953446094,-0.01961093768027862,0.1800577643999334
2015-06-10,-9.256171347019168e-05,0.1800577643999334,0.2575891430219845,0.2083022646676621,0.1800577643999334,0.18711733510908604,-0.26997400922175047,1.0668826067538677,8.567670800537865e-09,9.256171347019168e-05,1.376617106804262,-0.006553323623720464,-0.011812155767265605,0.1888452021985205
