Date,SPY,QQQ,TLT,GLD,HYG
2015-01-01,0.015458508151464618,0.020890541720261807,-0.003953001837007663,0.0022191515142666227,0.008296408488694472
2015-01-02,0.006508737521648856,0.008538888100900489,-0.0035438130327832824,-0.010597022420934517,0.005286534703372044
2015-01-05,0.010798628515407282,0.007070052168939671,-0.005410735918528679,0.004184172257599353,0.0010705424012733681
2015-01-06,0.007830510220484154,0.008186201341487231,0.0038372362133815016,0.016712394262537584,0.012864859256355131
2015-01-07,-0.0003682630854622759,-0.002085883310575536,0.004759718359014633,-0.0012240360920911374,-0.004760821415996774
2015-01-08,-0.004184925579171389,-0.006006991339162604,0.003277583443173014,-0.003145102245135735,-0.003020676454927787
2015-01-09,0.02738041326875805,0.02828440712023208,-0.00030126384901728743,0.013210655915330475,0.019089610910015868
2015-01-12,0.003912896483322301,0.007396771558956474,-0.0019122178161584177,-0.001082171052607182,0.004656207491099553
2015-01-13,-0.003636155795791687,-0.006283247833731893,-0.0074270164241505695,0.0031282952488061624,0.0018348068966978059
2015-01-14,-0.009613433065738208,-0.013995245503378908,0.0037083316483898805,0.0025125567585350707,-0.012468344089764764
2015-01-15,-0.004297579054516514,-0.0020680881684982835,-0.00029099356846962014,0.00035765158421095393,-0.004519155986568626
2015-01-16,0.004169466084098753,0.0018512912232860794,-0.007893768407162417,-0.0013153698911370446,-0.0021368612044496468
2015-01-19,-0.015436765790222427,-0.012785819992921343,0.0002621979819173465,-0.013166614642937065,-0.012031493532111033
2015-01-20,-0.023144412446583044,-0.023507884690914284,0.0011664724647955232,-0.0005821650355089002,-0.01165216810840135
2015-01-21,-0.02509922890659283,-0.02770106698394326,0.00460991316654359,-0.0036883537338043373,-0.011788917068838091
2015-01-22,0.005313220028973903,0.016123931668984744,-0.012566493678182071,-0.011704244704737887,0.013635037877820345
2015-01-23,-0.0235150172239457,-0.01734475757818016,0.009042792468712335,-0.0013608579283028457,-0.021036581065247636
2015-01-26,-0.0007637850429766937,0.005615134338493265,0.0009520623511373845,-0.004198164528856177,0.0014782065117300057
2015-01-27,-0.008952054244502879,-0.007367985610761108,-0.001637419201909063,-0.003100094524871533,-0.007786919380104397
2015-01-28,-0.02693829790725474,-0.025731964432565223,0.002023452099650833,-0.006166736942111959,-0.012533917968616751
2015-01-29,0.00012660015523955487,0.0008050979978330465,-0.0010974137594173734,-0.007952574273630858,0.00961339130679297
2015-01-30,-0.0015238270680516528,-0.003674721876919314,-0.003999212102951361,0.0042926628772581785,-0.002588815159714395
2015-02-02,0.007404393577446071,0.007875537845992394,0.003616353221638609,-0.00369186969557172,-0.0004840027745282193
2015-02-03,-0.014098904752069966,-0.014486349459271781,0.0022779334118140215,0.015779894989239162,-0.000372890532136046
2015-02-04,-0.0016852850224851855,0.000369606297274545,-0.000583084208431972,-0.007602368092423035,-0.0018813796677901013
2015-02-05,0.007897342899961319,0.013486974201940553,0.003504672325113623,-0.0077056265591962875,0.002589065961478729
2015-02-06,-0.02186881970945051,-0.01784694224681037,0.0051902031297914285,-0.003558751265498899,-0.012011171229613992
2015-02-09,0.027105622474339355,0.029913667501627123,-0.009677624819929006,-0.006317822424324178,0.02392268267460699
2015-02-10,-0.006249338810834983,0.00035343265964588814,0.00866066262281849,-0.0018829000176215373,-0.011491040324742241
2015-02-11,0.00023744062298780523,-0.0018777109697510786,-0.00022236039043447198,0.0074338278212992,-0.006873644973833025
2015-02-12,-0.0024652885293700555,0.0009326633968460441,0.005404792124992217,-0.0075921005493149885,-0.0012170874458410736
2015-02-13,0.02637442551453286,0.027754879163143238,-0.008531176650872795,0.008858633926334486,0.015235180356146343
2015-02-16,-0.012718306130000237,-0.014589632509385761,0.0067938566706155735,0.0068426550155268814,-0.006503414099483968
2015-02-17,-0.0014860638119638626,0.0036253054826356594,-0.0009452915531960307,-0.002016713790854103,0.004406054977098543
2015-02-18,-0.002894702953083736,-0.0024295439895449843,-0.0025487802449246154,0.004759662274139658,-0.0004782684431526973
2015-02-19,-0.009912622574039636,-0.002632650586945556,-0.001865793561386418,-0.002393235264777406,-0.006250248095575894
2015-02-20,0.006700836743906187,0.014526159193147885,-0.004313513402574296,-0.00969175121240997,0.0017565195846476326
2015-02-23,-0.018236149751855904,-0.017334530177438905,0.006149963306281738,0.011046038917976885,-0.005793717798745525
2015-02-24,0.0001854637414325025,0.01149655199336425,0.005452501823987876,0.008284140713682251,0.002051943211427775
2015-02-25,0.007521015672134738,0.009411695751466345,-0.004263521232213977,-0.00863579427611587,0.004791875612951586
2015-02-26,0.011486042377173529,0.011831443326813608,-0.009174318071556579,-0.0026747177431068344,0.008173306728456984
2015-02-27,0.0013266159333801186,0.003114123543329317,0.00363325115572087,-0.0019478933833746044,0.0041580037563303815
2015-03-02,0.00903591361688061,0.011112532900017088,0.0008312020239356817,0.008679624418262265,0.0004442292410274803
2015-03-03,0.006805834934836313,0.004555722334184196,-0.006305259160952716,0.0009642737072238454,-0.003890563501004812
2015-03-04,-0.010674664298204172,-0.006095578461774872,-0.0050903405176506485,0.0025173595963728056,-0.008269378894248523
2015-03-05,-0.003960350637166217,-0.005699173725095319,0.003924207385075599,0.008184820955069668,-0.0007992120853790282
2015-03-06,-0.003549269323854645,-0.005241249076497096,0.0004481115269839842,0.00423309098058213,0.0005461928038420936
2015-03-09,0.014067564871357824,0.008957209680949195,-0.005093271140152031,-0.002581571394550275,0.012276556640725259
2015-03-10,-0.00318150444238615,-0.00211134077303553,-0.0002003604368923732,-0.013683884844264997,0.002236796031246106
2015-03-11,-0.014800782706426882,-0.009088402418898843,-0.0037726129149932156,-0.007039373374526443,-0.009138444628987972
2015-03-12,0.005451467215381406,0.000289223598176938,0.00053550766595366,0.014858905807363584,0.005127490955879586
2015-03-13,-0.002083783968038838,-0.00727362178099243,-0.004234707010793001,-0.0013962223238785237,-0.0028184643327515673
2015-03-16,0.0033693426207027227,0.0064470947955636085,0.013471054053534902,-0.0001829392211184268,-0.0014646202408169565
2015-03-17,-0.006160436711394098,-0.016118997205008832,0.0047529848385478735,0.0051831847497823755,-0.008172401689509898
2015-03-18,0.009954247707759684,0.0070949783979600296,-0.005963296692412948,-0.0023176378585914796,0.0037228664610893087
2015-03-19,0.0022243567790180543,-0.0013911971020960333,0.0013369888692360385,-0.017092729175409997,0.00011160552150509505
2015-03-20,-0.015978644897962652,-0.020524582794417278,0.0016061757261118608,-0.0019357058255880244,-0.010937619246265025
